ID,SKU,name,description,current_price,current_stock,creation_date,last_update
796,SKU-00796,Disco SSD Western Digital 4653,Unidad SSD para almacenamiento de datos,3561.29,42,2026-06-20 00:00:00,2026-09-21 00:00:00
797,SKU-00797,Laptop Dell 6228,Equipo portátil para trabajo y estudio,25094.77,17,2025-11-15 00:00:00,2026-01-22 00:00:00
798,SKU-00798,Audífonos Philips 2237,"Audífonos para música, llamadas y multimedia",449.64,55,2025-08-07 00:00:00,2025-11-14 00:00:00
799,SKU-00799,Teclado HP 7482,Teclado para computadora de uso diario,2048.13,39,2025-02-07 00:00:00,2025-09-27 00:00:00
800,SKU-00800,Audífonos Philips 4060,"Audífonos para música, llamadas y multimedia",1767.44,10,2025-11-23 00:00:00,2026-01-26 00:00:00
801,SKU-00801,Teclado HP 7186,Teclado para computadora de uso diario,3184.73,91,2026-03-27 00:00:00,2026-09-01 00:00:00
802,SKU-00802,Cable USB Baseus 9503,Cable USB para conexión y transferencia de datos,304.06,13,2025-07-14 00:00:00,2025-11-29 00:00:00
803,SKU-00803,Audífonos JBL 3362,"Audífonos para música, llamadas y multimedia",3478.71,64,2026-04-12 00:00:00,2026-04-22 00:00:00
804,SKU-00804,Audífonos Sony 904,"Audífonos para música, llamadas y multimedia",2692.76,84,2025-03-03 00:00:00,2025-05-24 00:00:00
805,SKU-00805,Laptop Dell 7579,Equipo portátil para trabajo y estudio,13417.88,33,2025-08-29 00:00:00,2025-09-14 00:00:00
806,SKU-00806,Mouse Logitech 9731,Mouse óptico para computadora,1480.87,88,2025-03-20 00:00:00,2025-04-28 00:00:00
807,SKU-00807,Laptop HP 4878,Equipo portátil para trabajo y estudio,20925.47,28,2025-10-28 00:00:00,2026-01-08 00:00:00
808,SKU-00808,Memoria USB Kingston 1409,Memoria USB para almacenamiento y transferencia de archivos,1103.19,41,2026-03-09 00:00:00,2026-09-21 00:00:00
809,SKU-00809,Mouse Logitech 6130,Mouse óptico para computadora,1931.7,44,2025-11-13 00:00:00,2025-11-19 00:00:00
810,SKU-00810,Webcam Microsoft 8933,Cámara web para videollamadas,1834.21,31,2025-08-15 00:00:00,2025-10-13 00:00:00
811,SKU-00811,Laptop ASUS 9173,Equipo portátil para trabajo y estudio,11340.88,15,2025-10-21 00:00:00,2026-02-08 00:00:00
812,SKU-00812,Audífonos HyperX 7491,"Audífonos para música, llamadas y multimedia",902.3,75,2025-12-04 00:00:00,2025-12-24 00:00:00
813,SKU-00813,Router TP-Link 1816,Router inalámbrico para conexión de red,1984.1,73,2025-12-16 00:00:00,2026-05-28 00:00:00
814,SKU-00814,Memoria USB SanDisk 5145,Memoria USB para almacenamiento y transferencia de archivos,1658.86,35,2025-04-26 00:00:00,2025-07-04 00:00:00
815,SKU-00815,Webcam Microsoft 9267,Cámara web para videollamadas,576.28,78,2025-10-10 00:00:00,2025-12-28 00:00:00
816,SKU-00816,Cable USB Belkin 1007,Cable USB para conexión y transferencia de datos,1771.67,22,2026-08-11 00:00:00,2026-09-21 00:00:00
817,SKU-00817,Cable USB Baseus 9060,Cable USB para conexión y transferencia de datos,875.81,115,2025-02-28 00:00:00,2025-10-07 00:00:00
818,SKU-00818,Webcam HP 7862,Cámara web para videollamadas,2860.72,75,2025-05-01 00:00:00,2025-09-19 00:00:00
819,SKU-00819,Webcam AverMedia 4829,Cámara web para videollamadas,1700.11,75,2025-02-02 00:00:00,2025-03-25 00:00:00
820,SKU-00820,Webcam Logitech 3337,Cámara web para videollamadas,1894.77,68,2025-12-14 00:00:00,2026-02-20 00:00:00
821,SKU-00821,Mouse Genius 5609,Mouse óptico para computadora,1811.62,73,2026-07-04 00:00:00,2026-09-09 00:00:00
822,SKU-00822,Cable USB Belkin 6454,Cable USB para conexión y transferencia de datos,689.68,68,2025-02-05 00:00:00,2025-05-21 00:00:00
823,SKU-00823,Cable USB UGREEN 2161,Cable USB para conexión y transferencia de datos,1476.52,144,2025-02-25 00:00:00,2025-05-20 00:00:00
824,SKU-00824,Disco SSD Crucial 9705,Unidad SSD para almacenamiento de datos,3868.36,80,2025-02-24 00:00:00,2025-07-12 00:00:00
825,SKU-00825,Laptop Dell 4898,Equipo portátil para trabajo y estudio,26988.39,6,2025-07-16 00:00:00,2026-03-19 00:00:00
826,SKU-00826,Mouse HP 4439,Mouse óptico para computadora,762.15,75,2025-10-09 00:00:00,2025-11-10 00:00:00
827,SKU-00827,Monitor AOC 8501,Monitor para computadora de alta resolución,2993.58,49,2026-07-29 00:00:00,2026-09-16 00:00:00
828,SKU-00828,Monitor ASUS 3868,Monitor para computadora de alta resolución,6346.61,11,2026-06-04 00:00:00,2026-07-21 00:00:00
829,SKU-00829,Monitor Dell 8161,Monitor para computadora de alta resolución,6443.99,25,2025-05-20 00:00:00,2025-09-15 00:00:00
830,SKU-00830,Monitor Samsung 4969,Monitor para computadora de alta resolución,10954.54,37,2025-12-21 00:00:00,2026-06-14 00:00:00
831,SKU-00831,Mouse Microsoft 2775,Mouse óptico para computadora,3444.47,97,2025-09-29 00:00:00,2025-11-10 00:00:00
832,SKU-00832,Teclado HP 5630,Teclado para computadora de uso diario,2710.91,64,2026-08-20 00:00:00,2026-09-21 00:00:00
833,SKU-00833,Webcam Logitech 3024,Cámara web para videollamadas,2344.68,46,2026-07-24 00:00:00,2026-09-21 00:00:00
834,SKU-00834,Cable USB Steren 2916,Cable USB para conexión y transferencia de datos,970.48,54,2025-07-04 00:00:00,2025-07-07 00:00:00
835,SKU-00835,Monitor AOC 4366,Monitor para computadora de alta resolución,2739.83,42,2026-05-04 00:00:00,2026-05-28 00:00:00
836,SKU-00836,Laptop Lenovo 2390,Equipo portátil para trabajo y estudio,15928.93,27,2026-03-15 00:00:00,2026-09-21 00:00:00
837,SKU-00837,Monitor LG 7140,Monitor para computadora de alta resolución,11698.07,48,2025-07-02 00:00:00,2025-10-17 00:00:00
838,SKU-00838,Disco SSD Crucial 270,Unidad SSD para almacenamiento de datos,3504.71,22,2025-10-21 00:00:00,2025-12-31 00:00:00
839,SKU-00839,Disco SSD ADATA 5743,Unidad SSD para almacenamiento de datos,3086.28,40,2025-03-10 00:00:00,2025-07-31 00:00:00
840,SKU-00840,Audífonos Logitech 2400,"Audífonos para música, llamadas y multimedia",747.01,33,2026-01-27 00:00:00,2026-08-10 00:00:00
841,SKU-00841,Webcam Trust 9637,Cámara web para videollamadas,2635.05,17,2025-03-21 00:00:00,2025-07-02 00:00:00
842,SKU-00842,Router Huawei 6219,Router inalámbrico para conexión de red,2551.56,87,2025-03-23 00:00:00,2025-04-24 00:00:00
843,SKU-00843,Webcam Trust 8499,Cámara web para videollamadas,1545.4,60,2025-07-24 00:00:00,2026-03-05 00:00:00
844,SKU-00844,Disco SSD Western Digital 3054,Unidad SSD para almacenamiento de datos,4475.97,40,2026-02-24 00:00:00,2026-09-21 00:00:00
845,SKU-00845,Laptop Dell 4597,Equipo portátil para trabajo y estudio,21214.13,21,2025-10-08 00:00:00,2025-11-07 00:00:00
846,SKU-00846,Teclado Genius 1011,Teclado para computadora de uso diario,543.28,22,2025-07-13 00:00:00,2025-09-09 00:00:00
847,SKU-00847,Monitor Samsung 937,Monitor para computadora de alta resolución,3943.0,42,2025-11-21 00:00:00,2025-11-25 00:00:00
848,SKU-00848,Monitor ASUS 1636,Monitor para computadora de alta resolución,4399.31,37,2025-02-25 00:00:00,2025-09-28 00:00:00
849,SKU-00849,Webcam Trust 9553,Cámara web para videollamadas,1956.44,31,2025-06-07 00:00:00,2026-01-22 00:00:00
850,SKU-00850,Audífonos Sony 1332,"Audífonos para música, llamadas y multimedia",2711.16,32,2025-02-20 00:00:00,2025-03-08 00:00:00
851,SKU-00851,Disco SSD Crucial 9813,Unidad SSD para almacenamiento de datos,2175.52,18,2025-06-14 00:00:00,2025-12-26 00:00:00
852,SKU-00852,Router D-Link 2034,Router inalámbrico para conexión de red,2033.99,87,2025-11-11 00:00:00,2026-01-15 00:00:00
853,SKU-00853,Memoria USB PNY 4553,Memoria USB para almacenamiento y transferencia de archivos,302.19,20,2025-10-02 00:00:00,2025-11-06 00:00:00
854,SKU-00854,Teclado Redragon 5125,Teclado para computadora de uso diario,821.53,66,2025-10-14 00:00:00,2026-02-01 00:00:00
855,SKU-00855,Webcam Logitech 5052,Cámara web para videollamadas,3396.61,79,2025-02-22 00:00:00,2025-03-27 00:00:00
856,SKU-00856,Webcam Trust 9340,Cámara web para videollamadas,1916.83,69,2026-01-03 00:00:00,2026-09-06 00:00:00
857,SKU-00857,Router Tenda 1501,Router inalámbrico para conexión de red,2815.65,78,2025-11-06 00:00:00,2026-07-07 00:00:00
858,SKU-00858,Monitor ASUS 4242,Monitor para computadora de alta resolución,10355.43,41,2026-02-25 00:00:00,2026-09-21 00:00:00
859,SKU-00859,Mouse Logitech 4604,Mouse óptico para computadora,2392.34,30,2026-07-20 00:00:00,2026-09-21 00:00:00
860,SKU-00860,Laptop Lenovo 3321,Equipo portátil para trabajo y estudio,22349.02,31,2025-09-23 00:00:00,2025-11-11 00:00:00
861,SKU-00861,Memoria USB SanDisk 2655,Memoria USB para almacenamiento y transferencia de archivos,871.04,57,2025-08-14 00:00:00,2025-09-12 00:00:00
862,SKU-00862,Mouse Logitech 8259,Mouse óptico para computadora,576.23,71,2025-01-24 00:00:00,2025-09-12 00:00:00
863,SKU-00863,Router D-Link 1347,Router inalámbrico para conexión de red,1948.81,88,2025-07-22 00:00:00,2025-11-30 00:00:00
864,SKU-00864,Mouse Logitech 3784,Mouse óptico para computadora,1032.6,29,2025-08-06 00:00:00,2026-01-25 00:00:00
865,SKU-00865,Memoria USB PNY 6270,Memoria USB para almacenamiento y transferencia de archivos,1625.93,105,2026-02-19 00:00:00,2026-03-25 00:00:00
866,SKU-00866,Mouse Razer 7665,Mouse óptico para computadora,2670.28,80,2025-11-27 00:00:00,2026-07-15 00:00:00
867,SKU-00867,Memoria USB Kingston 8598,Memoria USB para almacenamiento y transferencia de archivos,1208.96,118,2025-11-07 00:00:00,2025-12-05 00:00:00
868,SKU-00868,Webcam Logitech 8337,Cámara web para videollamadas,2938.67,41,2025-03-30 00:00:00,2025-04-11 00:00:00
869,SKU-00869,Cable USB Amazon Basics 688,Cable USB para conexión y transferencia de datos,1349.16,103,2026-08-12 00:00:00,2026-09-21 00:00:00
870,SKU-00870,Teclado Microsoft 8136,Teclado para computadora de uso diario,887.81,45,2026-07-25 00:00:00,2026-09-21 00:00:00
871,SKU-00871,Teclado Microsoft 5964,Teclado para computadora de uso diario,1946.86,26,2025-05-09 00:00:00,2025-09-07 00:00:00
872,SKU-00872,Memoria USB Kingston 5687,Memoria USB para almacenamiento y transferencia de archivos,192.22,124,2025-04-19 00:00:00,2025-04-27 00:00:00
873,SKU-00873,Teclado HP 7526,Teclado para computadora de uso diario,2714.19,70,2025-10-06 00:00:00,2025-10-31 00:00:00
874,SKU-00874,Laptop Acer 1557,Equipo portátil para trabajo y estudio,27435.14,29,2025-11-20 00:00:00,2025-12-11 00:00:00
875,SKU-00875,Teclado Genius 8931,Teclado para computadora de uso diario,758.74,57,2026-03-01 00:00:00,2026-06-14 00:00:00
876,SKU-00876,Laptop HP 448,Equipo portátil para trabajo y estudio,27730.04,15,2025-08-31 00:00:00,2026-02-20 00:00:00
877,SKU-00877,Memoria USB PNY 1083,Memoria USB para almacenamiento y transferencia de archivos,453.64,42,2025-10-10 00:00:00,2026-01-14 00:00:00
878,SKU-00878,Teclado Logitech 4350,Teclado para computadora de uso diario,1750.03,60,2026-05-19 00:00:00,2026-09-21 00:00:00
879,SKU-00879,Teclado HP 2111,Teclado para computadora de uso diario,2262.01,27,2026-04-26 00:00:00,2026-06-30 00:00:00
880,SKU-00880,Teclado Genius 5145,Teclado para computadora de uso diario,2992.54,62,2025-12-07 00:00:00,2026-08-08 00:00:00
881,SKU-00881,Memoria USB SanDisk 2181,Memoria USB para almacenamiento y transferencia de archivos,980.48,116,2025-02-02 00:00:00,2025-02-10 00:00:00
882,SKU-00882,Monitor LG 6337,Monitor para computadora de alta resolución,4915.16,48,2025-09-24 00:00:00,2026-03-07 00:00:00
883,SKU-00883,Teclado Logitech 878,Teclado para computadora de uso diario,1549.31,72,2026-01-10 00:00:00,2026-08-05 00:00:00
884,SKU-00884,Cable USB UGREEN 2314,Cable USB para conexión y transferencia de datos,322.47,120,2025-09-13 00:00:00,2026-04-25 00:00:00
885,SKU-00885,Monitor LG 1136,Monitor para computadora de alta resolución,6030.33,10,2025-07-15 00:00:00,2025-09-02 00:00:00
886,SKU-00886,Audífonos Philips 8634,"Audífonos para música, llamadas y multimedia",901.83,15,2025-03-11 00:00:00,2025-07-28 00:00:00
887,SKU-00887,Audífonos JBL 6824,"Audífonos para música, llamadas y multimedia",2268.85,92,2025-07-13 00:00:00,2026-02-16 00:00:00
888,SKU-00888,Router TP-Link 7000,Router inalámbrico para conexión de red,2208.07,85,2025-09-20 00:00:00,2025-10-02 00:00:00
889,SKU-00889,Laptop ASUS 1451,Equipo portátil para trabajo y estudio,19773.25,14,2025-04-13 00:00:00,2025-04-18 00:00:00
890,SKU-00890,Mouse Genius 5356,Mouse óptico para computadora,3109.68,57,2026-04-25 00:00:00,2026-09-21 00:00:00
891,SKU-00891,Mouse Microsoft 3752,Mouse óptico para computadora,1556.08,44,2025-06-10 00:00:00,2025-10-31 00:00:00
892,SKU-00892,Webcam Logitech 4928,Cámara web para videollamadas,2645.67,5,2025-12-04 00:00:00,2026-01-26 00:00:00
893,SKU-00893,Webcam Logitech 8782,Cámara web para videollamadas,2755.32,18,2025-01-16 00:00:00,2025-03-07 00:00:00
894,SKU-00894,Memoria USB Verbatim 5157,Memoria USB para almacenamiento y transferencia de archivos,892.59,67,2026-04-01 00:00:00,2026-07-12 00:00:00
895,SKU-00895,Router D-Link 4684,Router inalámbrico para conexión de red,1786.25,93,2026-06-23 00:00:00,2026-09-21 00:00:00
896,SKU-00896,Audífonos Philips 3449,"Audífonos para música, llamadas y multimedia",2220.5,64,2025-10-16 00:00:00,2026-02-05 00:00:00
897,SKU-00897,Laptop Lenovo 1198,Equipo portátil para trabajo y estudio,23761.55,27,2025-02-06 00:00:00,2025-06-13 00:00:00
898,SKU-00898,Cable USB Baseus 6599,Cable USB para conexión y transferencia de datos,459.5,146,2025-03-06 00:00:00,2025-08-24 00:00:00
899,SKU-00899,Laptop Lenovo 6499,Equipo portátil para trabajo y estudio,11615.65,5,2025-03-24 00:00:00,2025-10-16 00:00:00
900,SKU-00900,Laptop Acer 6182,Equipo portátil para trabajo y estudio,17015.18,4,2026-08-09 00:00:00,2026-09-21 00:00:00
901,SKU-00901,Router Netgear 2997,Router inalámbrico para conexión de red,2400.2,82,2025-12-24 00:00:00,2025-12-30 00:00:00
902,SKU-00902,Mouse HP 1681,Mouse óptico para computadora,1746.46,9,2025-03-20 00:00:00,2025-04-30 00:00:00
903,SKU-00903,Disco SSD ADATA 5951,Unidad SSD para almacenamiento de datos,4233.39,11,2025-01-31 00:00:00,2025-04-04 00:00:00
904,SKU-00904,Disco SSD Western Digital 635,Unidad SSD para almacenamiento de datos,2333.94,57,2025-12-20 00:00:00,2026-08-23 00:00:00
905,SKU-00905,Cable USB Belkin 5521,Cable USB para conexión y transferencia de datos,1444.06,67,2025-12-21 00:00:00,2026-01-09 00:00:00
906,SKU-00906,Memoria USB Kingston 3030,Memoria USB para almacenamiento y transferencia de archivos,843.2,10,2026-01-21 00:00:00,2026-03-29 00:00:00
907,SKU-00907,Teclado Genius 8590,Teclado para computadora de uso diario,3190.71,64,2026-01-26 00:00:00,2026-05-23 00:00:00
908,SKU-00908,Audífonos HyperX 7451,"Audífonos para música, llamadas y multimedia",364.83,85,2025-12-09 00:00:00,2026-05-20 00:00:00
909,SKU-00909,Memoria USB ADATA 7193,Memoria USB para almacenamiento y transferencia de archivos,1790.92,60,2026-03-20 00:00:00,2026-05-02 00:00:00
910,SKU-00910,Webcam AverMedia 7244,Cámara web para videollamadas,2365.39,90,2026-01-25 00:00:00,2026-01-27 00:00:00
911,SKU-00911,Memoria USB SanDisk 1408,Memoria USB para almacenamiento y transferencia de archivos,1543.3,69,2025-12-04 00:00:00,2026-05-25 00:00:00
912,SKU-00912,Webcam AverMedia 8693,Cámara web para videollamadas,1679.25,28,2025-02-21 00:00:00,2025-10-16 00:00:00
913,SKU-00913,Disco SSD Samsung 9035,Unidad SSD para almacenamiento de datos,4494.5,53,2026-01-01 00:00:00,2026-06-17 00:00:00
914,SKU-00914,Audífonos HyperX 5237,"Audífonos para música, llamadas y multimedia",2500.43,50,2025-06-06 00:00:00,2025-06-17 00:00:00
915,SKU-00915,Disco SSD ADATA 6376,Unidad SSD para almacenamiento de datos,2975.37,20,2026-03-19 00:00:00,2026-03-26 00:00:00
916,SKU-00916,Laptop Acer 5852,Equipo portátil para trabajo y estudio,10860.47,17,2025-05-04 00:00:00,2025-06-28 00:00:00
917,SKU-00917,Teclado Redragon 4369,Teclado para computadora de uso diario,649.42,82,2025-10-27 00:00:00,2025-10-28 00:00:00
918,SKU-00918,Monitor AOC 4667,Monitor para computadora de alta resolución,10698.49,36,2025-02-13 00:00:00,2025-10-20 00:00:00
919,SKU-00919,Laptop Dell 1299,Equipo portátil para trabajo y estudio,9100.14,32,2026-04-19 00:00:00,2026-09-21 00:00:00
920,SKU-00920,Monitor Dell 4011,Monitor para computadora de alta resolución,3431.69,25,2025-05-29 00:00:00,2025-10-08 00:00:00
921,SKU-00921,Cable USB Amazon Basics 9003,Cable USB para conexión y transferencia de datos,334.43,94,2026-02-02 00:00:00,2026-08-12 00:00:00
922,SKU-00922,Mouse Razer 5304,Mouse óptico para computadora,1335.48,12,2026-06-10 00:00:00,2026-07-31 00:00:00
923,SKU-00923,Laptop HP 1010,Equipo portátil para trabajo y estudio,11732.47,32,2025-11-01 00:00:00,2026-01-20 00:00:00
924,SKU-00924,Cable USB Amazon Basics 998,Cable USB para conexión y transferencia de datos,598.55,70,2026-05-19 00:00:00,2026-09-12 00:00:00
925,SKU-00925,Laptop HP 9084,Equipo portátil para trabajo y estudio,13001.27,25,2026-07-25 00:00:00,2026-08-09 00:00:00
926,SKU-00926,Audífonos Logitech 4714,"Audífonos para música, llamadas y multimedia",1670.95,98,2025-04-25 00:00:00,2025-06-22 00:00:00
927,SKU-00927,Router Tenda 1554,Router inalámbrico para conexión de red,1682.52,9,2026-01-13 00:00:00,2026-01-28 00:00:00
928,SKU-00928,Audífonos Sony 4842,"Audífonos para música, llamadas y multimedia",3371.43,51,2026-02-12 00:00:00,2026-04-20 00:00:00
929,SKU-00929,Teclado Logitech 1143,Teclado para computadora de uso diario,848.47,38,2025-06-13 00:00:00,2025-08-20 00:00:00
930,SKU-00930,Audífonos JBL 324,"Audífonos para música, llamadas y multimedia",799.1,21,2025-12-04 00:00:00,2026-02-26 00:00:00
931,SKU-00931,Webcam HP 985,Cámara web para videollamadas,2500.65,31,2026-03-28 00:00:00,2026-09-21 00:00:00
932,SKU-00932,Webcam Microsoft 8877,Cámara web para videollamadas,1384.79,80,2025-08-31 00:00:00,2025-10-04 00:00:00
933,SKU-00933,Monitor Dell 6843,Monitor para computadora de alta resolución,5610.77,44,2025-01-24 00:00:00,2025-06-28 00:00:00
934,SKU-00934,Audífonos JBL 320,"Audífonos para música, llamadas y multimedia",1214.36,19,2026-01-11 00:00:00,2026-02-05 00:00:00
935,SKU-00935,Mouse HP 1179,Mouse óptico para computadora,1988.25,7,2025-08-04 00:00:00,2025-09-02 00:00:00
936,SKU-00936,Monitor LG 8573,Monitor para computadora de alta resolución,4690.35,50,2026-02-14 00:00:00,2026-04-24 00:00:00
937,SKU-00937,Cable USB Steren 6259,Cable USB para conexión y transferencia de datos,1138.0,90,2025-11-27 00:00:00,2026-07-24 00:00:00
938,SKU-00938,Router Huawei 4640,Router inalámbrico para conexión de red,608.06,75,2026-04-11 00:00:00,2026-05-10 00:00:00
939,SKU-00939,Monitor AOC 1478,Monitor para computadora de alta resolución,6697.64,16,2025-11-02 00:00:00,2026-07-07 00:00:00
940,SKU-00940,Audífonos HyperX 7216,"Audífonos para música, llamadas y multimedia",2961.15,75,2026-06-06 00:00:00,2026-08-13 00:00:00
941,SKU-00941,Mouse Razer 399,Mouse óptico para computadora,2138.5,59,2026-01-01 00:00:00,2026-05-02 00:00:00
942,SKU-00942,Mouse Razer 8903,Mouse óptico para computadora,745.03,70,2026-05-08 00:00:00,2026-09-21 00:00:00
943,SKU-00943,Disco SSD Western Digital 7964,Unidad SSD para almacenamiento de datos,2861.9,73,2026-06-18 00:00:00,2026-08-08 00:00:00
944,SKU-00944,Teclado HP 2581,Teclado para computadora de uso diario,3308.16,7,2025-08-15 00:00:00,2025-09-12 00:00:00
945,SKU-00945,Router D-Link 6151,Router inalámbrico para conexión de red,534.84,81,2026-08-06 00:00:00,2026-09-10 00:00:00
946,SKU-00946,Router Huawei 5952,Router inalámbrico para conexión de red,808.3,83,2025-12-06 00:00:00,2025-12-17 00:00:00
947,SKU-00947,Teclado Logitech 2903,Teclado para computadora de uso diario,3179.92,25,2025-02-01 00:00:00,2025-06-19 00:00:00
948,SKU-00948,Teclado Microsoft 9392,Teclado para computadora de uso diario,2877.81,19,2025-06-20 00:00:00,2025-11-05 00:00:00
949,SKU-00949,Teclado HP 678,Teclado para computadora de uso diario,3214.01,12,2025-01-21 00:00:00,2025-04-01 00:00:00
950,SKU-00950,Mouse Razer 3217,Mouse óptico para computadora,2063.46,36,2025-07-24 00:00:00,2026-01-11 00:00:00
951,SKU-00951,Cable USB Amazon Basics 6076,Cable USB para conexión y transferencia de datos,348.2,19,2026-03-13 00:00:00,2026-05-17 00:00:00
952,SKU-00952,Router Tenda 7238,Router inalámbrico para conexión de red,2754.94,81,2026-08-04 00:00:00,2026-09-21 00:00:00
953,SKU-00953,Memoria USB Verbatim 1548,Memoria USB para almacenamiento y transferencia de archivos,372.38,105,2026-04-01 00:00:00,2026-05-27 00:00:00
954,SKU-00954,Router Huawei 1756,Router inalámbrico para conexión de red,469.38,80,2026-08-02 00:00:00,2026-09-21 00:00:00
955,SKU-00955,Audífonos Sony 3584,"Audífonos para música, llamadas y multimedia",2572.19,41,2025-07-23 00:00:00,2025-08-01 00:00:00
956,SKU-00956,Memoria USB PNY 3735,Memoria USB para almacenamiento y transferencia de archivos,675.62,38,2025-08-13 00:00:00,2025-11-25 00:00:00
957,SKU-00957,Router D-Link 3967,Router inalámbrico para conexión de red,2214.15,67,2025-06-07 00:00:00,2025-11-05 00:00:00
958,SKU-00958,Webcam HP 2045,Cámara web para videollamadas,3493.09,8,2025-02-19 00:00:00,2025-05-18 00:00:00
959,SKU-00959,Router D-Link 8345,Router inalámbrico para conexión de red,3221.85,46,2025-11-26 00:00:00,2025-12-23 00:00:00
960,SKU-00960,Cable USB Steren 6876,Cable USB para conexión y transferencia de datos,1649.53,72,2025-03-10 00:00:00,2025-05-01 00:00:00
961,SKU-00961,Mouse Logitech 710,Mouse óptico para computadora,2290.76,9,2025-06-21 00:00:00,2026-01-23 00:00:00
962,SKU-00962,Router Tenda 2609,Router inalámbrico para conexión de red,763.87,82,2026-02-05 00:00:00,2026-03-26 00:00:00
963,SKU-00963,Audífonos Philips 2230,"Audífonos para música, llamadas y multimedia",454.99,65,2025-12-27 00:00:00,2026-08-20 00:00:00
964,SKU-00964,Laptop Dell 3689,Equipo portátil para trabajo y estudio,7350.79,27,2025-05-01 00:00:00,2025-08-31 00:00:00
965,SKU-00965,Laptop Acer 540,Equipo portátil para trabajo y estudio,11651.58,24,2025-09-10 00:00:00,2026-02-23 00:00:00
966,SKU-00966,Audífonos JBL 3803,"Audífonos para música, llamadas y multimedia",513.94,65,2025-06-16 00:00:00,2026-02-05 00:00:00
967,SKU-00967,Laptop ASUS 8438,Equipo portátil para trabajo y estudio,18049.08,29,2025-08-08 00:00:00,2026-02-17 00:00:00
968,SKU-00968,Cable USB Amazon Basics 7804,Cable USB para conexión y transferencia de datos,981.58,65,2025-12-06 00:00:00,2026-04-01 00:00:00
969,SKU-00969,Cable USB UGREEN 668,Cable USB para conexión y transferencia de datos,843.73,12,2026-05-14 00:00:00,2026-09-21 00:00:00
970,SKU-00970,Disco SSD Samsung 6683,Unidad SSD para almacenamiento de datos,2502.11,14,2025-10-14 00:00:00,2026-06-17 00:00:00
971,SKU-00971,Cable USB Steren 4476,Cable USB para conexión y transferencia de datos,1433.36,106,2025-12-27 00:00:00,2026-03-05 00:00:00
972,SKU-00972,Mouse Razer 1328,Mouse óptico para computadora,1649.96,70,2026-05-30 00:00:00,2026-06-09 00:00:00
973,SKU-00973,Cable USB Baseus 1206,Cable USB para conexión y transferencia de datos,832.99,39,2025-06-07 00:00:00,2026-02-07 00:00:00
974,SKU-00974,Webcam Trust 6371,Cámara web para videollamadas,2486.21,20,2025-08-13 00:00:00,2026-01-30 00:00:00
975,SKU-00975,Teclado Logitech 4985,Teclado para computadora de uso diario,1500.68,8,2025-08-13 00:00:00,2025-11-11 00:00:00
976,SKU-00976,Mouse HP 6751,Mouse óptico para computadora,3295.9,78,2026-07-30 00:00:00,2026-09-21 00:00:00
977,SKU-00977,Mouse Logitech 8954,Mouse óptico para computadora,3493.15,22,2025-10-31 00:00:00,2026-01-25 00:00:00
978,SKU-00978,Mouse Razer 7986,Mouse óptico para computadora,3475.25,28,2025-06-20 00:00:00,2025-07-28 00:00:00
979,SKU-00979,Router D-Link 8816,Router inalámbrico para conexión de red,2469.34,10,2026-04-30 00:00:00,2026-07-10 00:00:00
980,SKU-00980,Teclado Genius 6028,Teclado para computadora de uso diario,2314.28,32,2026-01-30 00:00:00,2026-07-09 00:00:00
981,SKU-00981,Teclado Logitech 9670,Teclado para computadora de uso diario,2402.64,54,2026-05-09 00:00:00,2026-07-01 00:00:00
982,SKU-00982,Laptop Lenovo 6711,Equipo portátil para trabajo y estudio,19405.13,7,2026-08-20 00:00:00,2026-09-21 00:00:00
983,SKU-00983,Teclado Microsoft 6316,Teclado para computadora de uso diario,2032.24,20,2025-04-28 00:00:00,2025-11-19 00:00:00
984,SKU-00984,Monitor ASUS 5885,Monitor para computadora de alta resolución,11516.49,7,2025-11-28 00:00:00,2026-05-30 00:00:00
985,SKU-00985,Cable USB Belkin 1190,Cable USB para conexión y transferencia de datos,1650.89,83,2025-12-29 00:00:00,2026-05-14 00:00:00
986,SKU-00986,Laptop Acer 7021,Equipo portátil para trabajo y estudio,10124.58,12,2025-06-05 00:00:00,2026-02-01 00:00:00
987,SKU-00987,Laptop ASUS 6783,Equipo portátil para trabajo y estudio,16317.0,34,2025-05-27 00:00:00,2026-01-13 00:00:00
988,SKU-00988,Webcam AverMedia 628,Cámara web para videollamadas,2802.32,57,2025-04-28 00:00:00,2025-07-14 00:00:00
989,SKU-00989,Teclado Redragon 7762,Teclado para computadora de uso diario,789.45,74,2026-07-27 00:00:00,2026-09-21 00:00:00
990,SKU-00990,Teclado Logitech 8634,Teclado para computadora de uso diario,3337.73,59,2026-02-05 00:00:00,2026-08-01 00:00:00
991,SKU-00991,Mouse Logitech 5624,Mouse óptico para computadora,1914.07,62,2026-03-05 00:00:00,2026-09-21 00:00:00
992,SKU-00992,Mouse Microsoft 4563,Mouse óptico para computadora,2918.8,99,2025-05-10 00:00:00,2025-12-13 00:00:00
993,SKU-00993,Laptop Lenovo 3790,Equipo portátil para trabajo y estudio,14613.15,11,2025-04-30 00:00:00,2025-12-20 00:00:00
994,SKU-00994,Router TP-Link 674,Router inalámbrico para conexión de red,2732.46,81,2025-10-10 00:00:00,2026-02-28 00:00:00
995,SKU-00995,Mouse Razer 6512,Mouse óptico para computadora,1576.83,6,2025-12-24 00:00:00,2026-04-20 00:00:00
